user,TTN,TP53,ARID1A,KMT2D,MUC16,KDM6A,PIK3CA,ELF3,SYNE1,KMT2C,STAG2,BIRC6,HMCN1,CDKN1A,EP300,SPTAN1,MACF1,RYR2,FLG,FAT4,XIRP2,FGFR3,FAT1,AHNAK,ZFP36L1,DNAH5,RB1,DST,CSMD3,DNAH11,TCHH,PCLO,ZFHX4,CUBN,KMT2A,SYNE2,RYR3,OBSCN,MUC17,PDE4DIP,ERBB3,MALAT1,ERBB2,AKAP9,PLEC,RYR1,AHNAK2,DNAH8,SPOP,PRKDC,USP34,MKI67,LRP1B,FAT3,MDN1,UTRN,NEB,DNAH3,CREBBP,NF1,ATM,CDKN2A,LRP2,LAMA3,ABCA13,ASXL2,DMXL2,ALMS1,SRRM2,DIDO1,SACS,ERCC2,LAMA2,VCAN,ANK2,VPS13D,KALRN,TRRAP,DSP,FBXW7,ANKHD1,ATAD5,TENM3,SVIL,DMD,ZNF624,RPTN,TRIO,RHOB,NCOR1,ANKRD11,RNF213,LYST,GOLGB1,MED13,COL6A3,KLF5,TENM1,VPS13B,TSC1,type
429,TCGA-UY-A9PD-01A-11D-A38G-08,10,120,0,0,0,60,0,0,0,0,0,0,10,0,0,0,120,0,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,60,0,0,0,0,0,0,0,0,10,0,0,0,0,0,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,10,10,60,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,60,0,prad
430,TCGA-G2-A3IE-01A-11D-A20D-08,0,60,0,0,0,0,0,0,0,60,0,0,0,0,0,30,0,0,0,0,30,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,60,0,0,0,160,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,60,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,60,0,0,prad
431,TCGA-SY-A9G5-01A-11D-A38G-08,60,0,230,10,120,0,60,0,60,0,0,0,0,0,0,0,120,60,0,40,0,0,0,60,0,0,0,10,60,0,0,120,0,30,100,70,0,0,0,60,0,0,60,20,0,0,10,0,0,80,0,60,60,130,0,0,0,60,0,0,60,0,0,0,0,60,0,60,0,120,60,0,0,0,0,180,0,0,0,0,60,0,0,120,0,0,0,0,0,60,0,0,0,0,0,0,60,0,60,0,prad
432,TCGA-FD-A3B5-01A-11D-A20D-08,0,0,0,30,0,30,60,0,0,60,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,60,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,prad
433,TCGA-FT-A61P-01A-11D-A30E-08,10,0,0,0,60,0,0,0,0,0,10,0,0,0,150,0,0,0,60,0,0,0,0,0,0,0,0,0,60,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,10,60,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,prad
434,TCGA-XF-A9SV-01A-21D-A42E-08,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,prad
435,TCGA-CF-A9FF-01A-11D-A38G-08,0,0,0,0,0,0,60,0,0,0,0,0,0,200,0,30,0,0,0,30,0,60,0,0,0,0,0,60,0,60,0,0,0,0,0,0,0,60,60,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,60,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,prad
436,TCGA-GU-A767-01A-11D-A32B-08,0,60,0,30,70,0,0,0,60,60,0,0,0,0,0,0,60,0,0,0,60,0,0,170,0,0,0,0,60,70,0,0,120,0,0,0,0,0,0,0,0,0,120,0,0,60,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,60,60,60,60,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,60,0,0,0,0,0,0,prad
437,TCGA-FJ-A3ZF-01A-11D-A23M-08,30,60,60,0,0,0,0,60,0,0,0,0,0,0,30,0,0,0,0,0,0,60,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,60,330,0,0,60,60,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,60,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,60,60,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,10,0,prad
438,TCGA-FD-A3SO-01A-11D-A22Z-08,60,90,0,0,60,0,60,0,10,10,0,0,0,150,30,0,180,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,10,0,0,60,0,0,0,0,0,0,0,0,0,0,60,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,60,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,prad
439,TCGA-FD-A6TD-01A-51D-A339-08,60,120,0,0,0,0,60,0,0,0,0,180,0,0,0,0,0,120,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,60,0,0,150,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,prad
440,TCGA-BT-A20J-01A-11D-A14W-08,180,120,10,0,60,0,0,0,0,60,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,60,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,10,60,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,60,0,0,0,10,30,0,0,0,60,0,0,0,0,0,60,0,0,0,0,0,0,prad
441,TCGA-G2-A3VY-01A-11D-A22Z-08,180,60,0,60,40,0,60,0,120,60,0,0,60,0,0,60,0,0,80,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,60,30,180,60,0,0,0,30,0,0,0,0,60,0,0,0,60,0,0,0,0,0,60,120,0,170,0,60,10,0,60,0,170,340,0,0,60,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,90,0,0,0,0,40,120,0,prad
442,TCGA-FD-A3SS-01A-12D-A22Z-08,120,60,0,0,0,0,0,0,0,60,0,0,60,0,0,0,60,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,30,0,0,0,0,0,0,60,0,0,0,0,0,0,70,0,0,0,0,0,10,0,10,0,0,10,0,0,0,0,0,0,60,60,0,0,60,0,20,0,0,0,10,0,0,60,0,0,90,90,60,60,60,0,0,0,0,0,0,0,60,0,0,0,60,0,10,0,prad
443,TCGA-XF-A9SI-01A-11D-A391-08,20,60,0,60,40,0,0,0,0,0,30,0,60,0,120,0,0,60,60,0,0,0,0,10,0,0,30,0,0,0,0,0,0,0,0,60,0,0,0,60,0,0,60,0,0,0,0,0,0,30,0,0,0,0,0,0,30,0,0,0,60,0,0,0,0,0,0,0,60,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,90,0,0,0,0,0,60,0,0,60,0,prad
444,TCGA-E5-A2PC-01A-11D-A202-08,0,60,0,0,0,200,60,30,0,0,30,10,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,130,60,60,0,0,60,0,0,0,0,prad
445,TCGA-XF-A9T6-01A-11D-A42E-08,60,60,0,0,60,0,0,0,0,0,0,60,0,0,0,0,0,0,60,0,0,0,0,0,60,0,30,0,0,0,0,0,0,0,0,60,0,0,0,0,0,30,0,60,60,0,0,0,0,0,0,30,0,0,0,0,60,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,60,0,0,0,0,0,0,0,0,prad
446,TCGA-BT-A3PJ-01A-21D-A21Z-08,60,60,30,60,0,0,0,0,10,60,0,30,0,0,0,0,0,0,0,60,0,0,0,0,0,0,150,60,120,0,0,0,0,0,0,0,10,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,120,0,0,60,0,0,0,0,60,60,0,60,0,60,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,60,0,0,0,0,0,0,0,prad
447,TCGA-5N-A9KM-01A-11D-A42E-08,70,0,0,0,90,0,0,180,0,0,0,0,0,170,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,170,70,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,prad
448,TCGA-BL-A3JM-01A-12D-A21A-08,60,60,150,0,120,0,0,0,60,0,0,0,0,0,0,10,60,0,0,0,0,0,0,0,0,0,30,0,10,0,0,0,60,0,60,60,0,10,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,60,0,0,0,prad
449,TCGA-5N-A9KI-01A-31D-A42E-08,60,70,30,0,0,0,120,0,0,60,0,0,60,0,0,0,60,0,0,0,0,0,0,0,0,10,90,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,prad
450,TCGA-CF-A47Y-01A-11D-A23U-08,0,60,0,0,0,30,0,0,0,30,0,0,0,0,60,0,0,0,0,0,170,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,prad
451,TCGA-C4-A0EZ-01A-21D-A10S-08,0,60,0,0,10,10,0,0,60,60,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,prad
452,TCGA-DK-A6AW-01A-11D-A30E-08,1350,0,90,310,640,0,60,0,210,210,30,120,120,0,60,0,300,210,10,180,460,0,0,0,0,180,0,190,510,140,10,90,310,120,0,120,190,60,70,0,0,30,0,70,0,120,130,310,0,0,60,250,250,220,60,120,90,220,60,120,210,0,120,0,150,60,120,0,190,0,60,0,240,60,270,30,70,0,0,70,0,30,70,0,180,60,0,0,0,70,0,0,60,90,30,60,0,180,0,0,prad
453,TCGA-G2-A3IB-01A-11D-A20D-08,0,90,0,320,60,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,prad
454,TCGA-ZF-A9R2-01A-11D-A391-08,60,0,0,0,70,30,120,0,0,0,0,60,0,210,0,0,0,60,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,60,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,prad
455,TCGA-MV-A51V-01A-11D-A26M-08,260,0,30,60,280,0,0,0,120,330,90,60,70,0,0,60,140,60,180,0,0,0,0,130,0,60,30,0,0,120,420,60,10,0,120,160,60,60,0,30,60,90,60,120,60,0,0,60,0,0,180,0,0,60,150,120,60,90,0,180,60,0,60,60,160,10,60,90,0,0,0,60,120,0,0,60,60,0,0,0,180,120,60,60,0,0,170,10,0,60,0,10,0,0,120,0,0,60,0,0,prad
456,TCGA-K4-A4AC-01A-21D-A26M-08,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,60,60,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,60,0,prad
457,TCGA-ZF-A9R7-01A-11D-A38G-08,180,0,90,0,0,0,0,60,0,0,0,0,0,70,0,0,0,0,0,30,60,0,0,0,0,0,0,70,0,0,140,0,0,40,0,0,10,0,0,0,0,0,60,0,0,0,0,0,0,0,120,0,0,0,60,0,100,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,60,0,0,0,0,0,30,90,0,10,0,0,0,prad
458,TCGA-CF-A1HS-01A-11D-A13W-08,260,70,0,0,0,150,0,60,70,0,0,0,0,60,0,0,0,0,120,0,0,0,0,0,0,0,0,0,60,0,0,0,0,60,0,0,0,0,0,60,0,0,0,0,0,60,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,10,0,0,0,0,0,10,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,10,0,10,0,0,0,prad
459,TCGA-GU-AATP-01A-11D-A391-08,0,170,0,60,0,60,0,30,0,60,0,0,0,0,30,0,0,0,30,0,0,0,30,60,150,0,0,0,60,0,0,0,0,0,0,0,10,0,60,70,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,120,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,60,0,0,0,0,0,170,0,0,0,0,0,60,0,0,0,30,prad
460,TCGA-H4-A2HQ-01A-11D-A17V-08,220,0,0,210,60,0,0,0,0,30,170,180,0,0,0,0,0,0,0,0,10,60,0,0,0,0,0,0,0,0,0,0,60,0,0,10,0,0,60,0,0,30,0,0,0,0,0,0,0,10,0,0,60,60,0,0,0,60,0,0,0,0,60,0,0,0,0,0,0,0,120,0,0,0,0,30,0,0,0,0,0,0,0,0,60,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,prad
461,TCGA-DK-AA75-01A-11D-A391-08,120,0,0,0,0,0,0,60,30,60,0,0,60,0,0,0,0,0,0,60,0,0,0,60,0,0,0,30,0,0,60,0,0,0,0,0,0,0,0,0,0,30,0,60,0,0,0,0,0,0,0,0,0,60,0,70,0,10,0,0,0,0,0,180,0,0,0,10,0,0,60,60,0,0,0,0,0,60,0,90,0,30,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,prad
462,TCGA-DK-A1AC-01A-11D-A13W-08,180,90,0,70,0,170,60,0,60,0,0,150,60,60,0,0,180,0,10,30,0,0,0,10,0,0,0,90,10,0,30,60,0,0,60,180,10,60,0,70,0,30,0,120,180,0,60,0,0,0,0,0,60,0,0,130,0,60,0,0,0,0,30,60,0,60,0,0,180,0,0,60,180,60,60,40,0,70,30,60,60,0,0,60,0,0,0,0,0,60,0,60,0,0,60,0,0,0,70,0,prad
463,TCGA-ZF-A9RC-01A-11D-A38G-08,260,60,120,60,180,0,0,0,60,0,0,240,120,0,60,0,60,0,60,10,0,0,60,0,0,60,0,80,0,10,0,190,0,0,60,70,0,0,0,10,0,0,60,70,0,0,10,0,0,60,0,0,0,0,0,60,60,0,0,0,60,0,60,0,0,60,60,0,0,0,0,60,10,40,0,190,60,0,100,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,prad
464,TCGA-DK-A6B5-01A-11D-A31L-08,0,0,90,0,0,150,60,0,0,0,0,0,0,0,0,30,60,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,60,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,prad
465,TCGA-ZF-AA5H-01A-11D-A391-08,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,60,0,0,0,0,0,60,0,60,prad
466,TCGA-XF-AAMG-01A-11D-A42E-08,240,150,0,30,0,30,120,0,0,0,0,0,60,0,0,60,0,60,0,0,60,0,10,0,0,0,0,0,70,130,0,90,60,60,0,60,10,60,0,150,20,0,0,130,0,30,0,60,0,60,0,230,0,0,0,0,0,60,0,210,30,0,60,60,0,0,0,250,180,60,0,60,0,0,10,0,0,30,0,0,0,130,60,120,0,0,0,0,0,0,0,0,60,0,0,0,0,0,10,0,prad
467,TCGA-XF-A9SY-01A-21D-A42E-08,120,30,0,0,0,0,0,0,0,0,0,60,0,0,30,0,0,0,0,0,0,0,0,60,0,0,0,60,60,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,90,60,0,0,0,60,0,0,10,0,150,0,0,0,0,0,0,0,90,0,0,0,60,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,0,0,prad
468,TCGA-DK-A1A6-01A-11D-A13W-08,180,150,0,0,0,30,60,0,60,0,0,0,0,0,0,40,0,60,70,0,10,0,0,0,0,10,0,120,0,0,0,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1090,0,0,0,0,0,0,0,0,0,0,0,60,0,0,prad
469,TCGA-C4-A0F7-01A-11D-A10S-08,0,60,0,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,60,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,prad
470,TCGA-ZF-A9R0-01A-11D-A38G-08,0,60,0,0,0,30,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,20,0,0,0,0,0,prad
471,TCGA-UY-A78N-01A-12D-A339-08,0,170,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,60,0,0,0,0,0,20,0,0,0,0,0,60,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,prad
472,TCGA-DK-A2I2-01A-11D-A17V-08,0,60,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,60,0,60,0,0,0,0,0,0,0,0,prad
473,TCGA-R3-A69X-01A-22D-A30E-08,130,0,0,0,60,0,0,60,0,0,30,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,60,0,0,30,0,0,0,0,0,0,20,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,60,0,0,10,0,0,0,0,prad
474,TCGA-DK-A1AF-01A-11D-A13W-08,0,0,0,0,0,170,0,0,0,0,30,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,prad
475,TCGA-K4-A83P-01A-11D-A34U-08,140,0,60,0,40,0,120,0,20,20,120,0,20,0,0,0,120,120,0,0,80,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,240,0,0,0,0,0,0,120,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,120,0,0,0,0,0,120,0,0,0,0,0,120,0,0,0,0,0,0,0,0,300,0,0,0,prad
476,TCGA-E7-A97P-01A-11D-A38G-08,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,60,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,prad
477,TCGA-KQ-A41N-01A-11D-A339-08,60,0,0,0,0,170,0,30,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,60,0,60,0,0,0,0,0,0,0,0,0,0,0,60,60,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,prad
478,TCGA-BT-A20T-01A-11D-A14W-08,30,0,0,0,0,170,0,0,0,60,0,0,0,60,0,0,0,60,0,0,0,60,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,60,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,120,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,prad
479,TCGA-DK-AA6U-01A-11D-A391-08,0,60,0,60,220,0,0,0,0,0,0,60,60,0,90,0,0,70,0,0,10,0,0,0,30,0,0,30,0,60,0,0,10,0,0,0,0,0,60,60,0,0,0,0,0,60,0,30,0,0,0,0,0,0,0,0,0,60,30,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,0,0,0,0,0,0,prad
480,TCGA-BT-A3PK-01A-21D-A21Z-08,60,0,0,60,0,0,0,0,0,30,0,0,0,0,60,0,10,0,0,0,0,10,60,300,0,60,0,0,0,0,60,150,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,120,0,0,0,0,0,60,60,0,0,0,60,0,60,0,10,0,0,60,0,10,0,0,0,0,0,170,0,0,30,0,0,0,0,0,0,0,0,0,0,prad
481,TCGA-GU-A42P-01A-11D-A23U-08,0,60,30,0,0,150,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,prad
482,TCGA-K4-A3WS-01A-11D-A22Z-08,180,0,0,60,0,0,60,0,0,0,0,60,60,0,0,0,0,0,0,0,0,0,30,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,10,0,0,0,0,0,10,0,0,10,0,0,60,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,prad
483,TCGA-DK-AA6L-01A-11D-A391-08,120,60,0,0,0,0,0,60,0,60,0,0,60,0,0,0,0,70,10,0,60,0,0,60,0,0,0,0,0,60,0,0,0,0,0,0,0,60,0,30,0,0,60,0,0,120,80,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,60,0,10,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,prad
484,TCGA-FD-A6TC-01A-21D-A339-08,330,60,0,150,60,60,0,120,10,10,0,60,0,170,0,0,60,70,0,60,60,0,0,0,0,60,30,0,0,0,70,0,60,0,0,0,60,0,180,60,0,0,0,0,130,0,0,60,0,0,0,160,0,120,0,0,60,20,20,0,0,0,10,10,0,120,0,0,20,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,130,0,10,0,0,0,0,prad
485,TCGA-E7-A7DU-01A-11D-A32B-08,0,120,120,0,0,30,60,0,70,0,90,190,0,0,0,0,0,30,0,0,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,60,0,0,0,0,10,0,0,10,0,0,60,0,60,0,0,60,0,0,60,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,prad
486,TCGA-XF-A9SM-01A-11D-A42E-08,0,60,0,0,60,0,0,0,60,0,0,0,0,0,30,0,0,10,0,0,10,0,0,60,0,10,30,30,0,0,0,0,0,0,30,0,0,0,0,0,0,0,60,0,0,0,60,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,prad
